"Configuration","Establishment_date","Establishment_rate","Coverage","Effect","EI_prioritization","EI_ID","Scenario_end","Step_length","Scenario_ID","Time_step","Target_classes","Prob_perturb_threshold"
"Large_patches","2025","Steady","0.3","Preservation","Biodiversity",292,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.3","Preservation","Biodiversity",293,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.3","Preservation","Biodiversity",294,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.3","Preservation","Biodiversity",295,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.3","Preservation","Biodiversity",296,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.3","Preservation","Biodiversity",297,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.3","Preservation","Biodiversity",298,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.3","Preservation","Biodiversity",299,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.3","Preservation","Biodiversity",300,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.3","Preservation","Biodiversity",301,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.3","Preservation","Biodiversity",302,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.3","Preservation","Biodiversity",303,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.3","Preservation","Biodiversity",304,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.3","Preservation","Biodiversity",305,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.3","Preservation","Biodiversity",306,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.3","Preservation","Biodiversity",307,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.3","Preservation","Biodiversity",308,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.3","Preservation","Biodiversity",309,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.3","Preservation","Biodiversity",310,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.3","Preservation","Biodiversity",311,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.3","Preservation","Biodiversity",312,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.3","Preservation","Biodiversity",313,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.3","Preservation","Biodiversity",314,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.3","Preservation","Biodiversity",315,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.3","Preservation","Biodiversity",316,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.3","Preservation","Biodiversity",317,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.3","Preservation","Biodiversity",318,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.3","Preservation","Biodiversity",319,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.3","Preservation","Biodiversity",320,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.3","Preservation","Biodiversity",321,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.3","Preservation","Biodiversity",322,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.3","Preservation","Biodiversity",323,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.3","Preservation","Biodiversity",324,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.22","Restoration","Biodiversity",325,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.22","Restoration","Biodiversity",326,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.22","Restoration","Biodiversity",327,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.22","Restoration","Biodiversity",328,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.22","Restoration","Biodiversity",329,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.22","Restoration","Biodiversity",330,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.22","Restoration","Biodiversity",331,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.22","Restoration","Biodiversity",332,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.22","Restoration","Biodiversity",333,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.22","Restoration","Biodiversity",334,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.22","Restoration","Biodiversity",335,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.22","Restoration","Biodiversity",336,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.22","Restoration","Biodiversity",337,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.22","Restoration","Biodiversity",338,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.22","Restoration","Biodiversity",339,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.22","Restoration","Biodiversity",340,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.22","Restoration","Biodiversity",341,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.22","Restoration","Biodiversity",342,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.22","Restoration","Biodiversity",343,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.22","Restoration","Biodiversity",344,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.22","Restoration","Biodiversity",345,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.22","Restoration","Biodiversity",346,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.22","Restoration","Biodiversity",347,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.22","Restoration","Biodiversity",348,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.22","Restoration","Biodiversity",349,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.22","Restoration","Biodiversity",350,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.22","Restoration","Biodiversity",351,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.22","Restoration","Biodiversity",352,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.22","Restoration","Biodiversity",353,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.22","Restoration","Biodiversity",354,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.22","Restoration","Biodiversity",355,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.22","Restoration","Biodiversity",356,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.22","Restoration","Biodiversity",357,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.22","Restoration","Biodiversity",358,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.22","Restoration","Biodiversity",359,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.22","Restoration","Biodiversity",360,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.25","Restoration","Biodiversity",361,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.25","Restoration","Biodiversity",362,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.25","Restoration","Biodiversity",363,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.25","Restoration","Biodiversity",364,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.25","Restoration","Biodiversity",365,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.25","Restoration","Biodiversity",366,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.25","Restoration","Biodiversity",367,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.25","Restoration","Biodiversity",368,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.25","Restoration","Biodiversity",369,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.25","Restoration","Biodiversity",370,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.25","Restoration","Biodiversity",371,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.25","Restoration","Biodiversity",372,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.25","Restoration","Biodiversity",373,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.25","Restoration","Biodiversity",374,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.25","Restoration","Biodiversity",375,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.25","Restoration","Biodiversity",376,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.25","Restoration","Biodiversity",377,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.25","Restoration","Biodiversity",378,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.25","Restoration","Biodiversity",379,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.25","Restoration","Biodiversity",380,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.25","Restoration","Biodiversity",381,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.25","Restoration","Biodiversity",382,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.25","Restoration","Biodiversity",383,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.25","Restoration","Biodiversity",384,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.25","Restoration","Biodiversity",385,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.25","Restoration","Biodiversity",386,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.25","Restoration","Biodiversity",387,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.25","Restoration","Biodiversity",388,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.25","Restoration","Biodiversity",389,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.25","Restoration","Biodiversity",390,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.25","Restoration","Biodiversity",391,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.25","Restoration","Biodiversity",392,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.25","Restoration","Biodiversity",393,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.25","Restoration","Biodiversity",394,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.25","Restoration","Biodiversity",395,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.25","Restoration","Biodiversity",396,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.3","Restoration","Biodiversity",397,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.3","Restoration","Biodiversity",398,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.3","Restoration","Biodiversity",399,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.3","Restoration","Biodiversity",400,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.3","Restoration","Biodiversity",401,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.3","Restoration","Biodiversity",402,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.3","Restoration","Biodiversity",403,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.3","Restoration","Biodiversity",404,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.3","Restoration","Biodiversity",405,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.3","Restoration","Biodiversity",406,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.3","Restoration","Biodiversity",407,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.3","Restoration","Biodiversity",408,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.3","Restoration","Biodiversity",409,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.3","Restoration","Biodiversity",410,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.3","Restoration","Biodiversity",411,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.3","Restoration","Biodiversity",412,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.3","Restoration","Biodiversity",413,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.3","Restoration","Biodiversity",414,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.3","Restoration","Biodiversity",415,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.3","Restoration","Biodiversity",416,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.3","Restoration","Biodiversity",417,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.3","Restoration","Biodiversity",418,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.3","Restoration","Biodiversity",419,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.3","Restoration","Biodiversity",420,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.3","Restoration","Biodiversity",421,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.3","Restoration","Biodiversity",422,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.3","Restoration","Biodiversity",423,"2060",5,"EI_NAT","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.3","Restoration","Biodiversity",424,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.3","Restoration","Biodiversity",425,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.3","Restoration","Biodiversity",426,"2060",5,"EI_NAT","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.3","Restoration","Biodiversity",427,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.3","Restoration","Biodiversity",428,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.3","Restoration","Biodiversity",429,"2060",5,"EI_NAT","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.3","Restoration","Biodiversity",430,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.3","Restoration","Biodiversity",431,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.3","Restoration","Biodiversity",432,"2060",5,"EI_NAT","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.22","Preservation","Cultural",433,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.22","Preservation","Cultural",434,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
